Tweet,Sentimen,Emosi,clean,tokens,filtered,stemmed,final_text
Terakhir tu akun nyinyirin kinerja pa Presiden sama negor para partai politik yang ga ada kontribusinya di musim covid-19 ini,-1.0,-2,terakhir tu akun nyinyirin kinerja pa presiden sama negor para partai politik yang ga ada kontribusinya di musim covid ini,"['terakhir', 'tu', 'akun', 'nyinyirin', 'kinerja', 'pa', 'presiden', 'sama', 'negor', 'para', 'partai', 'politik', 'yang', 'ga', 'ada', 'kontribusinya', 'di', 'musim', 'covid', 'ini']","['tu', 'akun', 'nyinyirin', 'kinerja', 'pa', 'presiden', 'negor', 'partai', 'politik', 'ga', 'kontribusinya', 'musim', 'covid']","['tu', 'akun', 'nyinyirin', 'kerja', 'pa', 'presiden', 'negor', 'partai', 'politik', 'ga', 'kontribusi', 'musim', 'covid']",tu akun nyinyirin kerja pa presiden negor partai politik ga kontribusi musim covid
"Tapi tingkat kematian untuk yg tidak merokok karena covid-19, lima kali lebih tinggi.So.....",0.0,1,tapi tingkat kematian untuk yg tidak merokok karena covid lima kali lebih tinggiso,"['tapi', 'tingkat', 'kematian', 'untuk', 'yg', 'tidak', 'merokok', 'karena', 'covid', 'lima', 'kali', 'lebih', 'tinggiso']","['tingkat', 'kematian', 'yg', 'merokok', 'covid', 'kali', 'tinggiso']","['tingkat', 'mati', 'yg', 'rokok', 'covid', 'kali', 'tinggiso']",tingkat mati yg rokok covid kali tinggiso
semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal dan jaga kesehatan,1.0,2,semoga wabah covid ini cepat berakhir biar kehidupan bisa kembali berjalan normal dan jaga kesehatan,"['semoga', 'wabah', 'covid', 'ini', 'cepat', 'berakhir', 'biar', 'kehidupan', 'bisa', 'kembali', 'berjalan', 'normal', 'dan', 'jaga', 'kesehatan']","['semoga', 'wabah', 'covid', 'cepat', 'biar', 'kehidupan', 'berjalan', 'normal', 'jaga', 'kesehatan']","['moga', 'wabah', 'covid', 'cepat', 'biar', 'hidup', 'jalan', 'normal', 'jaga', 'sehat']",moga wabah covid cepat biar hidup jalan normal jaga sehat
"CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan BLP dan berikan himbauan kepada",1.0,1,cegah virus coronamenindaklanjuti maklumat kapolri dan  perintah kapolri dalam rangka mencegah dan mengantisipasi penyebaran covid atau virus corona polsek banjarnegara giatkan blp dan berikan himbauan kepada,"['cegah', 'virus', 'coronamenindaklanjuti', 'maklumat', 'kapolri', 'dan', 'perintah', 'kapolri', 'dalam', 'rangka', 'mencegah', 'dan', 'mengantisipasi', 'penyebaran', 'covid', 'atau', 'virus', 'corona', 'polsek', 'banjarnegara', 'giatkan', 'blp', 'dan', 'berikan', 'himbauan', 'kepada']","['cegah', 'virus', 'coronamenindaklanjuti', 'maklumat', 'kapolri', 'perintah', 'kapolri', 'rangka', 'mencegah', 'mengantisipasi', 'penyebaran', 'covid', 'virus', 'corona', 'polsek', 'banjarnegara', 'giatkan', 'blp', 'himbauan']","['cegah', 'virus', 'coronamenindaklanjuti', 'maklumat', 'kapolri', 'perintah', 'kapolri', 'rangka', 'cegah', 'antisipasi', 'sebar', 'covid', 'virus', 'corona', 'polsek', 'banjarnegara', 'giat', 'blp', 'himbauan']",cegah virus coronamenindaklanjuti maklumat kapolri perintah kapolri rangka cegah antisipasi sebar covid virus corona polsek banjarnegara giat blp himbauan
Ada yg tau virus corona (covid-19) jadwal world tournya selesai kapan?,-1.0,-1,ada yg tau virus corona covid jadwal world tournya selesai kapan,"['ada', 'yg', 'tau', 'virus', 'corona', 'covid', 'jadwal', 'world', 'tournya', 'selesai', 'kapan']","['yg', 'tau', 'virus', 'corona', 'covid', 'jadwal', 'world', 'tournya', 'selesai']","['yg', 'tau', 'virus', 'corona', 'covid', 'jadwal', 'world', 'tournya', 'selesai']",yg tau virus corona covid jadwal world tournya selesai
Good morning.. Semoga pandemic Covid-19 cepat berlalu tanpa banyak memakan korban.,1.0,-1,good morning semoga pandemic covid cepat berlalu tanpa banyak memakan korban,"['good', 'morning', 'semoga', 'pandemic', 'covid', 'cepat', 'berlalu', 'tanpa', 'banyak', 'memakan', 'korban']","['good', 'morning', 'semoga', 'pandemic', 'covid', 'cepat', 'memakan', 'korban']","['good', 'morning', 'moga', 'pandemic', 'covid', 'cepat', 'makan', 'korban']",good morning moga pandemic covid cepat makan korban
Fraksi PKB Minta Pemkab Bandung Duduk Bersama Bahas Anggaran Covid-19,1.0,1,fraksi pkb minta pemkab bandung duduk bersama bahas anggaran covid,"['fraksi', 'pkb', 'minta', 'pemkab', 'bandung', 'duduk', 'bersama', 'bahas', 'anggaran', 'covid']","['fraksi', 'pkb', 'pemkab', 'bandung', 'duduk', 'bahas', 'anggaran', 'covid']","['fraksi', 'pkb', 'pemkab', 'bandung', 'duduk', 'bahas', 'anggar', 'covid']",fraksi pkb pemkab bandung duduk bahas anggar covid
"Pemulung yg bawa karung putih ga dipedulikan, kamsudnya apa bagi2 gitu?! sebenarnya biar adil bikin program jaring pengaman sosial thdp seluruh org yg penghasilannya terdampak covid bukan hanya ke ojol aja ",1.0,-2,pemulung yg bawa karung putih ga dipedulikan kamsudnya apa bagi gitu sebenarnya biar adil bikin program jaring pengaman sosial thdp seluruh org yg penghasilannya terdampak covid bukan hanya ke ojol aja ,"['pemulung', 'yg', 'bawa', 'karung', 'putih', 'ga', 'dipedulikan', 'kamsudnya', 'apa', 'bagi', 'gitu', 'sebenarnya', 'biar', 'adil', 'bikin', 'program', 'jaring', 'pengaman', 'sosial', 'thdp', 'seluruh', 'org', 'yg', 'penghasilannya', 'terdampak', 'covid', 'bukan', 'hanya', 'ke', 'ojol', 'aja']","['pemulung', 'yg', 'bawa', 'karung', 'putih', 'ga', 'dipedulikan', 'kamsudnya', 'gitu', 'biar', 'adil', 'bikin', 'program', 'jaring', 'pengaman', 'sosial', 'thdp', 'org', 'yg', 'penghasilannya', 'terdampak', 'covid', 'ojol', 'aja']","['pulung', 'yg', 'bawa', 'karung', 'putih', 'ga', 'peduli', 'kamsudnya', 'gitu', 'biar', 'adil', 'bikin', 'program', 'jaring', 'kam', 'sosial', 'thdp', 'org', 'yg', 'hasil', 'dampak', 'covid', 'ojol', 'aja']",pulung yg bawa karung putih ga peduli kamsudnya gitu biar adil bikin program jaring kam sosial thdp org yg hasil dampak covid ojol aja
"kalo di jakarta aturan psbb, gak boleh dilayat kalo suspek/positif covid kalo bukan karna covid ada batasan 20 org.",0.0,-1,kalo di jakarta aturan psbb gak boleh dilayat kalo suspekpositif covid kalo bukan karna covid ada batasan  org,"['kalo', 'di', 'jakarta', 'aturan', 'psbb', 'gak', 'boleh', 'dilayat', 'kalo', 'suspekpositif', 'covid', 'kalo', 'bukan', 'karna', 'covid', 'ada', 'batasan', 'org']","['kalo', 'jakarta', 'aturan', 'psbb', 'gak', 'dilayat', 'kalo', 'suspekpositif', 'covid', 'kalo', 'karna', 'covid', 'batasan', 'org']","['kalo', 'jakarta', 'atur', 'psbb', 'gak', 'layat', 'kalo', 'suspekpositif', 'covid', 'kalo', 'karna', 'covid', 'batas', 'org']",kalo jakarta atur psbb gak layat kalo suspekpositif covid kalo karna covid batas org
"Kamis Putih, pembasuhan kaki 12 Murid oleh Iesus. Teladan pelayanan Tuhan thd umat manusia. Kini Tuhan sdg membasuh hati seluruh umat manusia se Jagad dgn Covid-19. Segala urusan ritual komunal dikembalikan kpd pertobatan personal manusia thd Allahnya.",0.0,-1,kamis putih pembasuhan kaki  murid oleh iesus teladan pelayanan tuhan thd umat manusia kini tuhan sdg membasuh hati seluruh umat manusia se jagad dgn covid segala urusan ritual komunal dikembalikan kpd pertobatan personal manusia thd allahnya,"['kamis', 'putih', 'pembasuhan', 'kaki', 'murid', 'oleh', 'iesus', 'teladan', 'pelayanan', 'tuhan', 'thd', 'umat', 'manusia', 'kini', 'tuhan', 'sdg', 'membasuh', 'hati', 'seluruh', 'umat', 'manusia', 'se', 'jagad', 'dgn', 'covid', 'segala', 'urusan', 'ritual', 'komunal', 'dikembalikan', 'kpd', 'pertobatan', 'personal', 'manusia', 'thd', 'allahnya']","['kamis', 'putih', 'pembasuhan', 'kaki', 'murid', 'iesus', 'teladan', 'pelayanan', 'tuhan', 'thd', 'umat', 'manusia', 'tuhan', 'sdg', 'membasuh', 'hati', 'umat', 'manusia', 'jagad', 'dgn', 'covid', 'urusan', 'ritual', 'komunal', 'dikembalikan', 'kpd', 'pertobatan', 'personal', 'manusia', 'thd', 'allahnya']","['kamis', 'putih', 'basuh', 'kaki', 'murid', 'iesus', 'teladan', 'layan', 'tuhan', 'thd', 'umat', 'manusia', 'tuhan', 'sdg', 'basuh', 'hati', 'umat', 'manusia', 'jagad', 'dgn', 'covid', 'urus', 'ritual', 'komunal', 'kembali', 'kpd', 'tobat', 'personal', 'manusia', 'thd', 'allah']",kamis putih basuh kaki murid iesus teladan layan tuhan thd umat manusia tuhan sdg basuh hati umat manusia jagad dgn covid urus ritual komunal kembali kpd tobat personal manusia thd allah
Suwun MbakMugo2 Idrekan ttp bertahan ditengah badai Covid 19,1.0,-1,suwun mbakmugo idrekan ttp bertahan ditengah badai covid ,"['suwun', 'mbakmugo', 'idrekan', 'ttp', 'bertahan', 'ditengah', 'badai', 'covid']","['suwun', 'mbakmugo', 'idrekan', 'ttp', 'bertahan', 'ditengah', 'badai', 'covid']","['suwun', 'mbakmugo', 'idrekan', 'ttp', 'tahan', 'tengah', 'badai', 'covid']",suwun mbakmugo idrekan ttp tahan tengah badai covid
"orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget",-1.0,-2,orang yg nolak jenazah pdp atau positif covid bukan cuma ga punya otak karena goblobanget tapi juga ga punya hati wtf aku benci banget,"['orang', 'yg', 'nolak', 'jenazah', 'pdp', 'atau', 'positif', 'covid', 'bukan', 'cuma', 'ga', 'punya', 'otak', 'karena', 'goblobanget', 'tapi', 'juga', 'ga', 'punya', 'hati', 'wtf', 'aku', 'benci', 'banget']","['orang', 'yg', 'nolak', 'jenazah', 'pdp', 'positif', 'covid', 'ga', 'otak', 'goblobanget', 'ga', 'hati', 'wtf', 'benci', 'banget']","['orang', 'yg', 'nolak', 'jenazah', 'pdp', 'positif', 'covid', 'ga', 'otak', 'goblobanget', 'ga', 'hati', 'wtf', 'benci', 'banget']",orang yg nolak jenazah pdp positif covid ga otak goblobanget ga hati wtf benci banget
Covid-19: Menuliskan Sejarah Kemanusiaan Indonesia Baru ,0.0,-1,covid menuliskan sejarah kemanusiaan indonesia baru ,"['covid', 'menuliskan', 'sejarah', 'kemanusiaan', 'indonesia', 'baru']","['covid', 'menuliskan', 'sejarah', 'kemanusiaan', 'indonesia']","['covid', 'tulis', 'sejarah', 'manusia', 'indonesia']",covid tulis sejarah manusia indonesia
"ada banyak perawat yg harus diisolasi karna pasien tdk jujur saat anamnesis, ada juga yg akhirnya positif covid-19 dan meninggaludah meninggal pun masih harus dijahatin juga",0.0,-2,ada banyak perawat yg harus diisolasi karna pasien tdk jujur saat anamnesis ada juga yg akhirnya positif covid dan meninggaludah meninggal pun masih harus dijahatin juga,"['ada', 'banyak', 'perawat', 'yg', 'harus', 'diisolasi', 'karna', 'pasien', 'tdk', 'jujur', 'saat', 'anamnesis', 'ada', 'juga', 'yg', 'akhirnya', 'positif', 'covid', 'dan', 'meninggaludah', 'meninggal', 'pun', 'masih', 'harus', 'dijahatin', 'juga']","['perawat', 'yg', 'diisolasi', 'karna', 'pasien', 'tdk', 'jujur', 'anamnesis', 'yg', 'positif', 'covid', 'meninggaludah', 'meninggal', 'dijahatin']","['awat', 'yg', 'isolasi', 'karna', 'pasien', 'tdk', 'jujur', 'anamnesis', 'yg', 'positif', 'covid', 'meninggaludah', 'tinggal', 'dijahatin']",awat yg isolasi karna pasien tdk jujur anamnesis yg positif covid meninggaludah tinggal dijahatin
"Ada 15 cara memyuruh Covid-19 segera akan pergi ; 3. Jaga ucapan, makanan, dan pendengaran. Bukankah masker Covid-19 telah mendidik kita menutup mulut, lidah, telinga dan hidung?",1.0,-1,ada  cara memyuruh covid segera akan pergi   jaga ucapan makanan dan pendengaran bukankah masker covid telah mendidik kita menutup mulut lidah telinga dan hidung,"['ada', 'cara', 'memyuruh', 'covid', 'segera', 'akan', 'pergi', 'jaga', 'ucapan', 'makanan', 'dan', 'pendengaran', 'bukankah', 'masker', 'covid', 'telah', 'mendidik', 'kita', 'menutup', 'mulut', 'lidah', 'telinga', 'dan', 'hidung']","['memyuruh', 'covid', 'pergi', 'jaga', 'ucapan', 'makanan', 'pendengaran', 'masker', 'covid', 'mendidik', 'menutup', 'mulut', 'lidah', 'telinga', 'hidung']","['memyuruh', 'covid', 'pergi', 'jaga', 'ucap', 'makan', 'dengar', 'masker', 'covid', 'didik', 'tutup', 'mulut', 'lidah', 'telinga', 'hidung']",memyuruh covid pergi jaga ucap makan dengar masker covid didik tutup mulut lidah telinga hidung
Meninggalnya karena covid apa gimana nder,0.0,1,meninggalnya karena covid apa gimana nder,"['meninggalnya', 'karena', 'covid', 'apa', 'gimana', 'nder']","['meninggalnya', 'covid', 'gimana', 'nder']","['tinggal', 'covid', 'gimana', 'nder']",tinggal covid gimana nder
Tindakan nyata untuk membantu masyarakat paling terdampak covid-19 yg dilakukan Pak Mensos Adalah Kebijakan Jitu,1.0,2,tindakan nyata untuk membantu masyarakat paling terdampak covid yg dilakukan pak mensos adalah kebijakan jitu,"['tindakan', 'nyata', 'untuk', 'membantu', 'masyarakat', 'paling', 'terdampak', 'covid', 'yg', 'dilakukan', 'pak', 'mensos', 'adalah', 'kebijakan', 'jitu']","['tindakan', 'nyata', 'membantu', 'masyarakat', 'terdampak', 'covid', 'yg', 'mensos', 'kebijakan', 'jitu']","['tindak', 'nyata', 'bantu', 'masyarakat', 'dampak', 'covid', 'yg', 'mensos', 'bijak', 'jitu']",tindak nyata bantu masyarakat dampak covid yg mensos bijak jitu
salam dari jakarta iya mas. baiklah mas. stay safe iya mohon bebas dari covid 19,1.0,-1,salam dari jakarta iya mas baiklah mas stay safe iya mohon bebas dari covid ,"['salam', 'dari', 'jakarta', 'iya', 'mas', 'baiklah', 'mas', 'stay', 'safe', 'iya', 'mohon', 'bebas', 'dari', 'covid']","['salam', 'jakarta', 'iya', 'mas', 'baiklah', 'mas', 'stay', 'safe', 'iya', 'mohon', 'bebas', 'covid']","['salam', 'jakarta', 'iya', 'mas', 'baik', 'mas', 'stay', 'safe', 'iya', 'mohon', 'bebas', 'covid']",salam jakarta iya mas baik mas stay safe iya mohon bebas covid
"Untuk perpanjang yg masa berlakunya sudah habis dr tanggal 29 maret s/d april akibat covid 19 itu di tunda dan akan di mulai kembali setelah tgl 29 mei, mohon info'a admin, makasih",1.0,-1,untuk perpanjang yg masa berlakunya sudah habis dr tanggal  maret sd april akibat covid  itu di tunda dan akan di mulai kembali setelah tgl  mei mohon infoa admin makasih,"['untuk', 'perpanjang', 'yg', 'masa', 'berlakunya', 'sudah', 'habis', 'dr', 'tanggal', 'maret', 'sd', 'april', 'akibat', 'covid', 'itu', 'di', 'tunda', 'dan', 'akan', 'di', 'mulai', 'kembali', 'setelah', 'tgl', 'mei', 'mohon', 'infoa', 'admin', 'makasih']","['perpanjang', 'yg', 'berlakunya', 'habis', 'dr', 'tanggal', 'maret', 'sd', 'april', 'akibat', 'covid', 'tunda', 'tgl', 'mei', 'mohon', 'infoa', 'admin', 'makasih']","['panjang', 'yg', 'laku', 'habis', 'dr', 'tanggal', 'maret', 'sd', 'april', 'akibat', 'covid', 'tunda', 'tgl', 'mei', 'mohon', 'infoa', 'admin', 'makasih']",panjang yg laku habis dr tanggal maret sd april akibat covid tunda tgl mei mohon infoa admin makasih
"Kalau yg pernah terinfeksi covid diberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy",1.0,1,kalau yg pernah terinfeksi covid diberikan stempel apalagi dgn rfid sebuah diskriminasi potensi kambuhmasalah kesehatanatau paru rusakasal jgn kayak bourne identity chipstay safe  healthy,"['kalau', 'yg', 'pernah', 'terinfeksi', 'covid', 'diberikan', 'stempel', 'apalagi', 'dgn', 'rfid', 'sebuah', 'diskriminasi', 'potensi', 'kambuhmasalah', 'kesehatanatau', 'paru', 'rusakasal', 'jgn', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy']","['yg', 'terinfeksi', 'covid', 'stempel', 'dgn', 'rfid', 'diskriminasi', 'potensi', 'kambuhmasalah', 'kesehatanatau', 'paru', 'rusakasal', 'jgn', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy']","['yg', 'infeksi', 'covid', 'stempel', 'dgn', 'rfid', 'diskriminasi', 'potensi', 'kambuhmasalah', 'kesehatanatau', 'paru', 'rusakasal', 'jgn', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy']",yg infeksi covid stempel dgn rfid diskriminasi potensi kambuhmasalah kesehatanatau paru rusakasal jgn kayak bourne identity chipstay safe healthy
kita bisa lawan covid 19. yuk fokus sj. hilangkan kegaduhan kepentingan!!,1.0,1,kita bisa lawan covid  yuk fokus sj hilangkan kegaduhan kepentingan,"['kita', 'bisa', 'lawan', 'covid', 'yuk', 'fokus', 'sj', 'hilangkan', 'kegaduhan', 'kepentingan']","['lawan', 'covid', 'yuk', 'fokus', 'sj', 'hilangkan', 'kegaduhan', 'kepentingan']","['lawan', 'covid', 'yuk', 'fokus', 'sj', 'hilang', 'gaduh', 'penting']",lawan covid yuk fokus sj hilang gaduh penting
"Cepat membaik bumiku. Aku tau mungkin kau lelah kali ini, menghadapi banyak tingkah manusia yg tak karuan.kali ini ku panjatkan doa untukmu agar marahmu lekas mereda,usirlah teman covid mu itu segera. sungguh aku benci melihatnya disini. mari kita berteman lagi seperti sedia kala",1.0,-1,cepat membaik bumiku aku tau mungkin kau lelah kali ini menghadapi banyak tingkah manusia yg tak karuankali ini ku panjatkan doa untukmu agar marahmu lekas meredausirlah teman covid mu itu segera sungguh aku benci melihatnya disini mari kita berteman lagi seperti sedia kala,"['cepat', 'membaik', 'bumiku', 'aku', 'tau', 'mungkin', 'kau', 'lelah', 'kali', 'ini', 'menghadapi', 'banyak', 'tingkah', 'manusia', 'yg', 'tak', 'karuankali', 'ini', 'ku', 'panjatkan', 'doa', 'untukmu', 'agar', 'marahmu', 'lekas', 'meredausirlah', 'teman', 'covid', 'mu', 'itu', 'segera', 'sungguh', 'aku', 'benci', 'melihatnya', 'disini', 'mari', 'kita', 'berteman', 'lagi', 'seperti', 'sedia', 'kala']","['cepat', 'membaik', 'bumiku', 'tau', 'kau', 'lelah', 'kali', 'menghadapi', 'tingkah', 'manusia', 'yg', 'karuankali', 'ku', 'panjatkan', 'doa', 'untukmu', 'marahmu', 'lekas', 'meredausirlah', 'teman', 'covid', 'mu', 'sungguh', 'benci', 'mari', 'berteman', 'sedia']","['cepat', 'baik', 'bumi', 'tau', 'kau', 'lelah', 'kali', 'hadap', 'tingkah', 'manusia', 'yg', 'karuankali', 'ku', 'panjat', 'doa', 'untuk', 'marah', 'lekas', 'meredausirlah', 'teman', 'covid', 'mu', 'sungguh', 'benci', 'mari', 'teman', 'sedia']",cepat baik bumi tau kau lelah kali hadap tingkah manusia yg karuankali ku panjat doa untuk marah lekas meredausirlah teman covid mu sungguh benci mari teman sedia
"Dari lubuk hati yang paling dalam saya juga berharap ini lancar, agar mata rantai covid 19 bisa putus, krisis segera berlalu, dan roda ekonomi kembali berputar.",1.0,-1,dari lubuk hati yang paling dalam saya juga berharap ini lancar agar mata rantai covid  bisa putus krisis segera berlalu dan roda ekonomi kembali berputar,"['dari', 'lubuk', 'hati', 'yang', 'paling', 'dalam', 'saya', 'juga', 'berharap', 'ini', 'lancar', 'agar', 'mata', 'rantai', 'covid', 'bisa', 'putus', 'krisis', 'segera', 'berlalu', 'dan', 'roda', 'ekonomi', 'kembali', 'berputar']","['lubuk', 'hati', 'berharap', 'lancar', 'mata', 'rantai', 'covid', 'putus', 'krisis', 'roda', 'ekonomi', 'berputar']","['lubuk', 'hati', 'harap', 'lancar', 'mata', 'rantai', 'covid', 'putus', 'krisis', 'roda', 'ekonomi', 'putar']",lubuk hati harap lancar mata rantai covid putus krisis roda ekonomi putar
Pergub DKI Jakarta 33 2020 tentang Pelaksanaan PSBB dalam Penanganan Covid-19 di Provinsi DKI Jakarta,0.0,1,pergub dki jakarta   tentang pelaksanaan psbb dalam penanganan covid di provinsi dki jakarta,"['pergub', 'dki', 'jakarta', 'tentang', 'pelaksanaan', 'psbb', 'dalam', 'penanganan', 'covid', 'di', 'provinsi', 'dki', 'jakarta']","['pergub', 'dki', 'jakarta', 'pelaksanaan', 'psbb', 'penanganan', 'covid', 'provinsi', 'dki', 'jakarta']","['pergub', 'dki', 'jakarta', 'laksana', 'psbb', 'tangan', 'covid', 'provinsi', 'dki', 'jakarta']",pergub dki jakarta laksana psbb tangan covid provinsi dki jakarta
"Amin.Bersama dengan peringatan Jumat Agung sore nanti, smoga darah-Nya yg tertumpah di kayu salib, memulihkan ibu bumi dari virus covid.",1.0,-1,aminbersama dengan peringatan jumat agung sore nanti smoga darahnya yg tertumpah di kayu salib memulihkan ibu bumi dari virus covid,"['aminbersama', 'dengan', 'peringatan', 'jumat', 'agung', 'sore', 'nanti', 'smoga', 'darahnya', 'yg', 'tertumpah', 'di', 'kayu', 'salib', 'memulihkan', 'ibu', 'bumi', 'dari', 'virus', 'covid']","['aminbersama', 'peringatan', 'jumat', 'agung', 'sore', 'smoga', 'darahnya', 'yg', 'tertumpah', 'kayu', 'salib', 'memulihkan', 'bumi', 'virus', 'covid']","['aminbersama', 'ingat', 'jumat', 'agung', 'sore', 'smoga', 'darah', 'yg', 'tumpah', 'kayu', 'salib', 'pulih', 'bumi', 'virus', 'covid']",aminbersama ingat jumat agung sore smoga darah yg tumpah kayu salib pulih bumi virus covid
tandai muka2nya klo die ato.keluarganya positif covid 19 para medis jgn mau ngobatin biar mampus aj lah,-1.0,-2,tandai mukanya klo die atokeluarganya positif covid  para medis jgn mau ngobatin biar mampus aj lah,"['tandai', 'mukanya', 'klo', 'die', 'atokeluarganya', 'positif', 'covid', 'para', 'medis', 'jgn', 'mau', 'ngobatin', 'biar', 'mampus', 'aj', 'lah']","['tandai', 'mukanya', 'klo', 'die', 'atokeluarganya', 'positif', 'covid', 'medis', 'jgn', 'ngobatin', 'biar', 'mampus', 'aj']","['tanda', 'muka', 'klo', 'die', 'atokeluarganya', 'positif', 'covid', 'medis', 'jgn', 'ngobatin', 'biar', 'mampus', 'aj']",tanda muka klo die atokeluarganya positif covid medis jgn ngobatin biar mampus aj
LIPI Latih 800 Relawan Perluas Pemeriksaan Spesimen Covid-19 -,1.0,1,lipi latih  relawan perluas pemeriksaan spesimen covid ,"['lipi', 'latih', 'relawan', 'perluas', 'pemeriksaan', 'spesimen', 'covid']","['lipi', 'latih', 'relawan', 'perluas', 'pemeriksaan', 'spesimen', 'covid']","['lipi', 'latih', 'rawan', 'luas', 'periksa', 'spesimen', 'covid']",lipi latih rawan luas periksa spesimen covid
"Lihat info apa yang saya bagikan: Daerah - Update Kondisi Terkini Penanganan Covid-19 di Aceh Tengah, Ini Kata Jubir | Media Radio berita online Terbaru hari ini dan terpercaya |",1.0,1,lihat info apa yang saya bagikan daerah  update kondisi terkini penanganan covid di aceh tengah ini kata jubir  media radio berita online terbaru hari ini dan terpercaya ,"['lihat', 'info', 'apa', 'yang', 'saya', 'bagikan', 'daerah', 'update', 'kondisi', 'terkini', 'penanganan', 'covid', 'di', 'aceh', 'tengah', 'ini', 'kata', 'jubir', 'media', 'radio', 'berita', 'online', 'terbaru', 'hari', 'ini', 'dan', 'terpercaya']","['lihat', 'info', 'bagikan', 'daerah', 'update', 'kondisi', 'terkini', 'penanganan', 'covid', 'aceh', 'jubir', 'media', 'radio', 'berita', 'online', 'terbaru', 'terpercaya']","['lihat', 'info', 'bagi', 'daerah', 'update', 'kondisi', 'kini', 'tangan', 'covid', 'aceh', 'jubir', 'media', 'radio', 'berita', 'online', 'baru', 'percaya']",lihat info bagi daerah update kondisi kini tangan covid aceh jubir media radio berita online baru percaya
siram pke air biar diam.fokus lawan covid 19,1.0,-2,siram pke air biar diamfokus lawan covid ,"['siram', 'pke', 'air', 'biar', 'diamfokus', 'lawan', 'covid']","['siram', 'pke', 'air', 'biar', 'diamfokus', 'lawan', 'covid']","['siram', 'pke', 'air', 'biar', 'diamfokus', 'lawan', 'covid']",siram pke air biar diamfokus lawan covid
Kalau bukan Ahlinya jangan komentar Soal Covid-19. Tik-tokan saja dari pada salah,0.0,-2,kalau bukan ahlinya jangan komentar soal covid tiktokan saja dari pada salah,"['kalau', 'bukan', 'ahlinya', 'jangan', 'komentar', 'soal', 'covid', 'tiktokan', 'saja', 'dari', 'pada', 'salah']","['ahlinya', 'komentar', 'covid', 'tiktokan', 'salah']","['ahli', 'komentar', 'covid', 'tiktokan', 'salah']",ahli komentar covid tiktokan salah
Halo temen-temen mungkin loker ini bisa bantu dan jadi salah satu alternatif juga buat temen temen selama issue Covid-19 ini melanda,1.0,2,halo tementemen mungkin loker ini bisa bantu dan jadi salah satu alternatif juga buat temen temen selama issue covid ini melanda,"['halo', 'tementemen', 'mungkin', 'loker', 'ini', 'bisa', 'bantu', 'dan', 'jadi', 'salah', 'satu', 'alternatif', 'juga', 'buat', 'temen', 'temen', 'selama', 'issue', 'covid', 'ini', 'melanda']","['halo', 'tementemen', 'loker', 'bantu', 'salah', 'alternatif', 'temen', 'temen', 'issue', 'covid', 'melanda']","['halo', 'tementemen', 'loker', 'bantu', 'salah', 'alternatif', 'temen', 'temen', 'issue', 'covid', 'landa']",halo tementemen loker bantu salah alternatif temen temen issue covid landa
Rakyat anda yg meninggal akibat Covid-19 sudah nyaris 300 orang pak dhe.,-1.0,-1,rakyat anda yg meninggal akibat covid sudah nyaris  orang pak dhe,"['rakyat', 'anda', 'yg', 'meninggal', 'akibat', 'covid', 'sudah', 'nyaris', 'orang', 'pak', 'dhe']","['rakyat', 'yg', 'meninggal', 'akibat', 'covid', 'orang', 'dhe']","['rakyat', 'yg', 'tinggal', 'akibat', 'covid', 'orang', 'dhe']",rakyat yg tinggal akibat covid orang dhe
"Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19",1.0,2,ini tips ilmuwan cara tingkatkan kekebalan tubuh mari bersama kita lawan covid,"['ini', 'tips', 'ilmuwan', 'cara', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'bersama', 'kita', 'lawan', 'covid']","['tips', 'ilmuwan', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'lawan', 'covid']","['tips', 'ilmuwan', 'tingkat', 'kebal', 'tubuh', 'mari', 'lawan', 'covid']",tips ilmuwan tingkat kebal tubuh mari lawan covid
